"Mass","formula","element_comp","class","HC","OC","AImod","NOSC","C","H","O","N","S","P"
200.056421,"C8H11O5N1","CHON","unsaturated/lignin",1.38,0.62,0.1111,0.25,8,11,5,1,0,0
200.0576993,"C9H7O1N5","CHON","condensed_arom",0.78,0.11,1,1.1111,9,7,1,5,0,0
200.0928145,"C9H15O4N1","CHON","aliphatic",1.67,0.44,0,-0.4444,9,15,4,1,0,0
200.1292203,"C10H19O3N1","CHON","aliphatic",1.9,0.3,-0.0667,-1,10,19,3,1,0,0
200.9862974,"C7H6O5S1","CHOS","unsaturated/lignin",0.86,0.71,0.4286,0.8571,7,6,5,0,1,0
201.019351,"C11H6O4","CHO","condensed_arom",0.55,0.36,0.7778,0.1818,11,6,4,0,0,0
201.0345915,"C15H6O1","CHO","condensed_arom",0.4,0.07,0.8621,-0.2667,15,6,1,0,0,0
201.0404396,"C8H10O6","CHO","unsaturated/lignin",1.25,0.75,0.2,0.25,8,10,6,0,0,0
201.0556671,"C12H10O3","CHO","aromatic",0.83,0.25,0.619,-0.3333,12,10,3,0,0,0
201.0558018,"C12H10O3","CHO","aromatic",0.83,0.25,0.619,-0.3333,12,10,3,0,0,0
201.0768103,"C9H14O5","CHO","aliphatic",1.56,0.56,0.0769,-0.4444,9,14,5,0,0,0
201.0880447,"C8H14O4N2","CHON","aliphatic",1.75,0.5,-0.25,0,8,14,4,2,0,0
201.1131938,"C10H18O4","CHO","aliphatic",1.8,0.4,0,-1,10,18,4,0,0,0
201.1244418,"C9H18O3N2","CHON","aliphatic",2,0.33,-0.2727,-0.6667,9,18,3,2,0,0
201.1413003,"C11H23O1P1","CHOP","aliphatic",2.09,0.09,-0.0526,-1.9091,11,23,1,0,0,1
201.1495837,"C11H22O3","CHO","aliphatic",2,0.27,-0.0526,-1.4545,11,22,3,0,0,0
202.017538,"C9H6O1N3P1","CHONP","condensed_arom",0.67,0.11,1,0.5556,9,6,1,3,0,1
202.0357432,"C7H9O6N1","CHON","unsaturated/lignin",1.29,0.86,0,0.8571,7,9,6,1,0,0
202.0509012,"C11H9O3N1","CHON","aromatic",0.82,0.27,0.6471,0,11,9,3,1,0,0
202.0720741,"C8H13O5N1","CHON","aliphatic",1.62,0.62,-0.1111,0,8,13,5,1,0,0
202.1084549,"C9H17O4N1","CHON","aliphatic",1.89,0.44,-0.1667,-0.6667,9,17,4,1,0,0
202.1085691,"C9H17O4N1","CHON","aliphatic",1.89,0.44,-0.1667,-0.6667,9,17,4,1,0,0
203.0349488,"C11H8O4","CHO","condensed_arom",0.73,0.36,0.6667,0,11,8,4,0,0,0
203.0560915,"C8H12O6","CHO","aliphatic",1.5,0.75,0,0,8,12,6,0,0,0
203.0713344,"C12H12O3","CHO","aromatic",1,0.25,0.5238,-0.5,12,12,3,0,0,0
203.0714365,"C12H12O3","CHO","aromatic",1,0.25,0.5238,-0.5,12,12,3,0,0,0
203.092459,"C9H16O5","CHO","aliphatic",1.78,0.56,-0.0769,-0.6667,9,16,5,0,0,0
203.1288461,"C10H20O4","CHO","aliphatic",2,0.4,-0.125,-1.2,10,20,4,0,0,0
204.0302055,"C10H7O4N1","CHON","condensed_arom",0.7,0.4,0.7143,0.4,10,7,4,1,0,0
204.0665638,"C11H11O3N1","CHON","aromatic",1,0.27,0.5294,-0.1818,11,11,3,1,0,0
204.1159064,"C9H20O2N1P1","CHONP","aliphatic",2.22,0.22,-0.3333,-1.4444,9,20,2,1,0,1
205.0142261,"C10H6O5","CHO","condensed_arom",0.6,0.5,0.7333,0.4,10,6,5,0,0,0
205.0352982,"C7H10O7","CHO","unsaturated/lignin",1.43,1,-0.1429,0.5714,7,10,7,0,0,0
205.0354312,"C7H10O7","CHO","unsaturated/lignin",1.43,1,-0.1429,0.5714,7,10,7,0,0,0
205.0506023,"C11H10O4","CHO","aromatic",0.91,0.36,0.5556,-0.1818,11,10,4,0,0,0
205.0539856,"C8H14O4S1","CHOS","aliphatic",1.75,0.5,-0.2,-0.5,8,14,4,0,1,0
205.0691719,"C12H14O1S1","CHOS","unsaturated/lignin",1.17,0.08,0.4286,-0.8333,12,14,1,0,1,0
205.0692919,"C12H14O1S1","CHOS","unsaturated/lignin",1.17,0.08,0.4286,-0.8333,12,14,1,0,1,0
205.071741,"C8H14O6","CHO","aliphatic",1.75,0.75,-0.2,-0.25,8,14,6,0,0,0
205.0869864,"C12H14O3","CHO","unsaturated/lignin",1.17,0.25,0.4286,-0.6667,12,14,3,0,0,0
205.1081273,"C9H18O5","CHO","aliphatic",2,0.56,-0.2308,-0.8889,9,18,5,0,0,0
205.1233181,"C13H18O2","CHO","unsaturated/lignin",1.38,0.15,0.3333,-1.0769,13,18,2,0,0,0
205.1597522,"C14H22O1","CHO","aliphatic",1.57,0.07,0.2593,-1.4286,14,22,1,0,0,0
206.0094587,"C9H5O5N1","CHON","condensed_arom",0.56,0.56,0.8182,0.8889,9,5,5,1,0,0
206.0095696,"C9H5O5N1","CHON","condensed_arom",0.56,0.56,0.8182,0.8889,9,5,5,1,0,0
206.0410887,"C7H14O2N1S1P1","CHONSP","aliphatic",2,0.29,-0.6667,-0.7143,7,14,2,1,1,1
206.0458491,"C10H9O4N1","CHON","aromatic",0.9,0.4,0.5714,0.2,10,9,4,1,0,0
206.0459714,"C10H9O4N1","CHON","aromatic",0.9,0.4,0.5714,0.2,10,9,4,1,0,0
206.0822357,"C11H13O3N1","CHON","unsaturated/lignin",1.18,0.27,0.4118,-0.3636,11,13,3,1,0,0
206.9934837,"C9H4O6","CHO","condensed_arom",0.44,0.67,0.8333,0.8889,9,4,6,0,0,0
206.9936008,"C9H4O6","CHO","condensed_arom",0.44,0.67,0.8333,0.8889,9,4,6,0,0,0
207.0071879,"C7H13O1S2P1","CHOSP","aliphatic",1.86,0.14,-0.4286,-1,7,13,1,0,2,1
207.0120994,"C10H8O3S1","CHOS","aromatic",0.8,0.3,0.6,0,10,8,3,0,1,0
207.029877,"C10H8O5","CHO","aromatic",0.8,0.5,0.6,0.2,10,8,5,0,0,0
207.0662558,"C11H12O4","CHO","unsaturated/lignin",1.09,0.36,0.4444,-0.3636,11,12,4,0,0,0
207.0696158,"C8H16O4S1","CHOS","aliphatic",2,0.5,-0.4,-0.75,8,16,4,0,1,0
207.0873646,"C8H16O6","CHO","aliphatic",2,0.75,-0.4,-0.5,8,16,6,0,0,0
207.1026497,"C12H16O3","CHO","unsaturated/lignin",1.33,0.25,0.3333,-0.8333,12,16,3,0,0,0
207.1267054,"C8H21O2N2P1","CHONP","aliphatic",2.62,0.25,-1,-1.375,8,21,2,2,0,1
207.1390362,"C13H20O2","CHO","aliphatic",1.54,0.15,0.25,-1.2308,13,20,2,0,0,0
208.0251285,"C9H7O5N1","CHON","aromatic",0.78,0.56,0.6364,0.6667,9,7,5,1,0,0
208.0252373,"C9H7O5N1","CHON","aromatic",0.78,0.56,0.6364,0.6667,9,7,5,1,0,0
208.0615153,"C10H11O4N1","CHON","unsaturated/lignin",1.1,0.4,0.4286,0,10,11,4,1,0,0
208.0978596,"C11H15O3N1","CHON","unsaturated/lignin",1.36,0.27,0.2941,-0.5455,11,15,3,1,0,0
209.0042626,"C6H11O4S1P1","CHOSP","aliphatic",1.83,0.67,-1,-0.1667,6,11,4,0,1,1
209.0091203,"C9H6O6","CHO","condensed_arom",0.67,0.67,0.6667,0.6667,9,6,6,0,0,0
209.0455111,"C10H10O5","CHO","unsaturated/lignin",1,0.5,0.4667,0,10,10,5,0,0,0
209.0488713,"C7H14O5S1","CHOS","aliphatic",2,0.71,-0.7143,-0.2857,7,14,5,0,1,0
209.0567484,"C9H10O4N2","CHON","unsaturated/lignin",1.11,0.44,0.4,0.4444,9,10,4,2,0,0
209.0819067,"C11H14O4","CHO","unsaturated/lignin",1.27,0.36,0.3333,-0.5455,11,14,4,0,0,0
209.0852654,"C8H18O4S1","CHOS","aliphatic",2.25,0.5,-0.6,-1,8,18,4,0,1,0
209.0931282,"C10H14O3N2","CHON","unsaturated/lignin",1.4,0.3,0.2308,-0.2,10,14,3,2,0,0
209.0947802,"C8H19O4P1","CHOP","aliphatic",2.38,0.5,-0.6,-1.375,8,19,4,0,0,1
209.1182959,"C12H18O3","CHO","aliphatic",1.5,0.25,0.2381,-1,12,18,3,0,0,0
209.154683,"C13H22O2","CHO","aliphatic",1.69,0.15,0.1667,-1.3846,13,22,2,0,0,0
210.0044247,"C8H5O6N1","CHON","condensed_arom",0.62,0.75,0.75,1.25,8,5,6,1,0,0
210.0375485,"C5H13O2N3S2","CHONS","condensed_arom",2.6,0.4,5,0.8,5,13,2,3,2,0
210.0407649,"C9H9O5N1","CHON","unsaturated/lignin",1,0.56,0.4545,0.4444,9,9,5,1,0,0
210.0771473,"C10H13O4N1","CHON","unsaturated/lignin",1.3,0.4,0.2857,-0.2,10,13,4,1,0,0
210.161236,"C11H21O1N3","CHON","aliphatic",1.91,0.09,-0.0667,-0.9091,11,21,1,3,0,0
210.9624004,"C8H5O3S1P1","CHOSP","condensed_arom",0.62,0.38,0.7778,0.375,8,5,3,0,1,1
210.9641135,"C7H4O2N2S2","CHONS","condensed_arom",0.57,0.29,1,1.4286,7,4,2,2,2,0
211.0247968,"C9H8O6","CHO","aromatic",0.89,0.67,0.5,0.4444,9,8,6,0,0,0
211.0359692,"C8H8O5N2","CHON","unsaturated/lignin",1,0.62,0.4286,1,8,8,5,2,0,0
211.0611825,"C10H12O5","CHO","unsaturated/lignin",1.2,0.5,0.3333,-0.2,10,12,5,0,0,0
211.0724054,"C9H12O4N2","CHON","unsaturated/lignin",1.33,0.44,0.2,0.2222,9,12,4,2,0,0
211.097553,"C11H16O4","CHO","unsaturated/lignin",1.45,0.36,0.2222,-0.7273,11,16,4,0,0,0
211.1339314,"C12H20O3","CHO","aliphatic",1.67,0.25,0.1429,-1.1667,12,20,3,0,0,0
211.2067717,"C14H28O1","CHO","aliphatic",2,0.07,0.037,-1.8571,14,28,1,0,0,0
212.020027,"C8H7O6N1","CHON","aromatic",0.88,0.75,0.5,1,8,7,6,1,0,0
212.0201347,"C8H7O6N1","CHON","aromatic",0.88,0.75,0.5,1,8,7,6,1,0,0
212.0564291,"C9H11O5N1","CHON","unsaturated/lignin",1.22,0.56,0.2727,0.2222,9,11,5,1,0,0
212.0928214,"C10H15O4N1","CHON","aliphatic",1.5,0.4,0.1429,-0.4,10,15,4,1,0,0
212.1768546,"C11H23O1N3","CHON","aliphatic",2.09,0.09,-0.2,-1.0909,11,23,1,3,0,0
212.9860287,"C10H3O2N2P1","CHONP","condensed_arom",0.3,0.2,1.1667,0.7,10,3,2,2,0,1
212.9863004,"C8H6O5S1","CHOS","aromatic",0.75,0.62,0.5556,0.75,8,6,5,0,1,0
212.9992862,"C5H11O5S1P1","CHOSP","aliphatic",2.2,1,-7,0.2,5,11,5,0,1,1
213.0040483,"C8H6O7","CHO","aromatic",0.75,0.88,0.5556,1,8,6,7,0,0,0
213.0111901,"C12H7O2P1","CHOP","condensed_arom",0.58,0.17,0.8,-0.25,12,7,2,0,0,1
213.0152815,"C7H6O6N2","CHON","aromatic",0.86,0.86,0.5,1.7143,7,6,6,2,0,0
213.0226744,"C9H10O4S1","CHOS","unsaturated/lignin",1.11,0.44,0.3333,0,9,10,4,0,1,0
213.0260346,"C6H14O4S2","CHOS","aliphatic",2.33,0.67,-2,-0.3333,6,14,4,0,2,0
213.0290245,"C5H15O1N2S2P1","CHONSP","condensed_arom",3,0.2,11,-0.6,5,15,1,2,2,1
213.0404358,"C9H10O6","CHO","unsaturated/lignin",1.11,0.67,0.3333,0.2222,9,10,6,0,0,0
213.0768335,"C10H14O5","CHO","unsaturated/lignin",1.4,0.5,0.2,-0.4,10,14,5,0,0,0
213.0880412,"C9H14O4N2","CHON","aliphatic",1.56,0.44,0,0,9,14,4,2,0,0
213.1132072,"C11H18O4","CHO","aliphatic",1.64,0.36,0.1111,-0.9091,11,18,4,0,0,0
213.1244498,"C10H18O3N2","CHON","aliphatic",1.8,0.3,-0.0769,-0.6,10,18,3,2,0,0
213.1495795,"C12H22O3","CHO","aliphatic",1.83,0.25,0.0476,-1.3333,12,22,3,0,0,0
213.9637956,"C7H5O3N1S2","CHONS","aromatic",0.71,0.43,0.6,1.1429,7,5,3,1,2,0
214.0179359,"C8H9O4N1S1","CHONS","unsaturated/lignin",1.12,0.5,0.25,0.5,8,9,4,1,1,0
214.0356367,"C8H9O6N1","CHON","unsaturated/lignin",1.12,0.75,0.25,0.75,8,9,6,1,0,0
214.0720818,"C9H13O5N1","CHON","unsaturated/lignin",1.44,0.56,0.0909,0,9,13,5,1,0,0
214.0721927,"C9H13O5N1","CHON","unsaturated/lignin",1.44,0.56,0.0909,0,9,13,5,1,0,0
214.1002217,"C10H18O2N1P1","CHONP","aliphatic",1.8,0.2,0,-1.1,10,18,2,1,0,1
214.1084716,"C10H17O4N1","CHON","aliphatic",1.7,0.4,0,-0.6,10,17,4,1,0,0
214.144863,"C11H21O3N1","CHON","aliphatic",1.91,0.27,-0.0588,-1.0909,11,21,3,1,0,0
214.9655562,"C7H4O6S1","CHOS","condensed_arom",0.57,0.86,0.6667,1.4286,7,4,6,0,1,0
215.0019382,"C8H8O5S1","CHOS","unsaturated/lignin",1,0.62,0.3333,0.5,8,8,5,0,1,0
215.0020618,"C8H8O5S1","CHOS","unsaturated/lignin",1,0.62,0.3333,0.5,8,8,5,0,1,0
215.0197059,"C8H8O7","CHO","unsaturated/lignin",1,0.88,0.3333,0.75,8,8,7,0,0,0
215.0349527,"C12H8O4","CHO","condensed_arom",0.67,0.33,0.7,0,12,8,4,0,0,0
215.0383533,"C9H12O4S1","CHOS","unsaturated/lignin",1.33,0.44,0.1667,-0.2222,9,12,4,0,1,0
215.0560909,"C9H12O6","CHO","unsaturated/lignin",1.33,0.67,0.1667,0,9,12,6,0,0,0
215.0713322,"C13H12O3","CHO","aromatic",0.92,0.23,0.5652,-0.4615,13,12,3,0,0,0
215.0924811,"C10H16O5","CHO","aliphatic",1.6,0.5,0.0667,-0.6,10,16,5,0,0,0
215.0937359,"C11H12O1N4","CHON","aromatic",1.09,0.09,0.5385,0.1818,11,12,1,4,0,0
215.1037863,"C9H16O4N2","CHON","aliphatic",1.78,0.44,-0.2,-0.2222,9,16,4,2,0,0
215.1288413,"C11H20O4","CHO","aliphatic",1.82,0.36,0,-1.0909,11,20,4,0,0,0
215.140072,"C10H20O3N2","CHON","aliphatic",2,0.3,-0.2308,-0.8,10,20,3,2,0,0
215.1652357,"C12H24O3","CHO","aliphatic",2,0.25,-0.0476,-1.5,12,24,3,0,0,0
215.9637396,"C5H4O3N3S1P1","CHONSP","unsaturated/lignin",0.8,0.6,0.3333,2.6,5,4,3,3,1,1
216.0067224,"C7H8O5N1P1","CHONP","unsaturated/lignin",1.14,0.71,0.2,0.7143,7,8,5,1,0,1
216.0302108,"C11H7O4N1","CHON","condensed_arom",0.64,0.36,0.75,0.3636,11,7,4,1,0,0
216.0375303,"C5H7O5N5","CHON","condensed_arom",1.4,1,1,3.6,5,7,5,5,0,0
216.0513454,"C8H11O6N1","CHON","unsaturated/lignin",1.38,0.75,0,0.5,8,11,6,1,0,0
216.0877338,"C9H15O5N1","CHON","aliphatic",1.67,0.56,-0.0909,-0.2222,9,15,5,1,0,0
216.1176255,"C9H19O1N3S1","CHONS","aliphatic",2.11,0.11,-0.5556,-0.6667,9,19,1,3,1,0
216.124106,"C10H19O4N1","CHON","aliphatic",1.9,0.4,-0.1429,-0.8,10,19,4,1,0,0
216.1242204,"C10H19O4N1","CHON","aliphatic",1.9,0.4,-0.1429,-0.8,10,19,4,1,0,0
216.9812057,"C7H6O6S1","CHOS","unsaturated/lignin",0.86,0.86,0.3333,1.1429,7,6,6,0,1,0
216.981328,"C7H6O6S1","CHOS","unsaturated/lignin",0.86,0.86,0.3333,1.1429,7,6,6,0,1,0
217.0142348,"C11H6O5","CHO","condensed_arom",0.55,0.45,0.7647,0.3636,11,6,5,0,0,0
217.0353434,"C8H10O7","CHO","unsaturated/lignin",1.25,0.88,0.1111,0.5,8,10,7,0,0,0
217.0354818,"C8H10O7","CHO","unsaturated/lignin",1.25,0.88,0.1111,0.5,8,10,7,0,0,0
217.0424005,"C12H11O2P1","CHOP","aromatic",0.92,0.17,0.6,-0.5833,12,11,2,0,0,1
217.0505962,"C12H10O4","CHO","aromatic",0.83,0.33,0.6,-0.1667,12,10,4,0,0,0
217.0540385,"C9H14O4S1","CHOS","aliphatic",1.56,0.44,0,-0.4444,9,14,4,0,1,0
217.071752,"C9H14O6","CHO","aliphatic",1.56,0.67,0,-0.2222,9,14,6,0,0,0
217.0869956,"C13H14O3","CHO","unsaturated/lignin",1.08,0.23,0.4783,-0.6154,13,14,3,0,0,0
217.0871169,"C13H14O3","CHO","unsaturated/lignin",1.08,0.23,0.4783,-0.6154,13,14,3,0,0,0
217.1081189,"C10H18O5","CHO","aliphatic",1.8,0.5,-0.0667,-0.8,10,18,5,0,0,0
217.1193612,"C9H18O4N2","CHON","aliphatic",2,0.44,-0.4,-0.4444,9,18,4,2,0,0
217.1445309,"C11H22O4","CHO","aliphatic",2,0.36,-0.1111,-1.2727,11,22,4,0,0,0
218.022443,"C7H10O5N1P1","CHONP","unsaturated/lignin",1.43,0.71,-0.2,0.4286,7,10,5,1,0,1
218.1033706,"C9H17O5N1","CHON","aliphatic",1.89,0.56,-0.2727,-0.4444,9,17,5,1,0,0
218.9935425,"C10H4O6","CHO","condensed_arom",0.4,0.6,0.8571,0.8,10,4,6,0,0,0
218.9968809,"C7H8O6S1","CHOS","unsaturated/lignin",1.14,0.86,0,0.8571,7,8,6,0,1,0
219.0298924,"C11H8O5","CHO","aromatic",0.73,0.45,0.6471,0.1818,11,8,5,0,0,0
219.051008,"C8H12O7","CHO","aliphatic",1.5,0.88,-0.1111,0.25,8,12,7,0,0,0
219.0662585,"C12H12O4","CHO","aromatic",1,0.33,0.5,-0.3333,12,12,4,0,0,0
219.0697112,"C9H16O4S1","CHOS","aliphatic",1.78,0.44,-0.1667,-0.6667,9,16,4,0,1,0
219.0775251,"C11H12O3N2","CHON","unsaturated/lignin",1.09,0.27,0.4667,0,11,12,3,2,0,0
219.0873957,"C9H16O6","CHO","aliphatic",1.78,0.67,-0.1667,-0.4444,9,16,6,0,0,0
219.1026601,"C13H16O3","CHO","unsaturated/lignin",1.23,0.23,0.3913,-0.7692,13,16,3,0,0,0
219.1237763,"C10H20O5","CHO","aliphatic",2,0.5,-0.2,-1,10,20,5,0,0,0
220.02514,"C10H7O5N1","CHON","condensed_arom",0.7,0.5,0.6923,0.6,10,7,5,1,0,0
220.0280282,"C9H8O2N3P1","CHONP","condensed_arom",0.89,0.22,0.75,0.5556,9,8,2,3,0,1
220.0615044,"C11H11O4N1","CHON","aromatic",1,0.36,0.5,0,11,11,4,1,0,0
220.061639,"C11H11O4N1","CHON","aromatic",1,0.36,0.5,0,11,11,4,1,0,0
220.0827083,"C8H15O6N1","CHON","aliphatic",1.88,0.75,-0.5,0,8,15,6,1,0,0
220.9913646,"C10H6O4S1","CHOS","condensed_arom",0.6,0.4,0.7143,0.4,10,6,4,0,1,0
221.0091377,"C10H6O6","CHO","condensed_arom",0.6,0.6,0.7143,0.6,10,6,6,0,0,0
221.0125321,"C7H10O6S1","CHOS","unsaturated/lignin",1.43,0.86,-0.3333,0.5714,7,10,6,0,1,0
221.0203616,"C9H6O5N2","CHON","condensed_arom",0.67,0.56,0.7778,1.1111,9,6,5,2,0,0
221.0455405,"C11H10O5","CHO","aromatic",0.91,0.45,0.5294,0,11,10,5,0,0,0
221.048904,"C8H14O5S1","CHOS","aliphatic",1.75,0.62,-0.3333,-0.25,8,14,5,0,1,0
221.0567683,"C10H10O4N2","CHON","aromatic",1,0.4,0.5,0.4,10,10,4,2,0,0
221.0666448,"C8H14O7","CHO","aliphatic",1.75,0.88,-0.3333,0,8,14,7,0,0,0
221.0819016,"C12H14O4","CHO","unsaturated/lignin",1.17,0.33,0.4,-0.5,12,14,4,0,0,0
221.0852171,"C9H18O4S1","CHOS","aliphatic",2,0.44,-0.3333,-0.8889,9,18,4,0,1,0
221.0931651,"C11H14O3N2","CHON","unsaturated/lignin",1.27,0.27,0.3333,-0.1818,11,14,3,2,0,0
221.0947729,"C9H19O4P1","CHOP","aliphatic",2.11,0.44,-0.3333,-1.2222,9,19,4,0,0,1
221.1183155,"C13H18O3","CHO","unsaturated/lignin",1.38,0.23,0.3043,-0.9231,13,18,3,0,0,0
221.1546927,"C14H22O2","CHO","aliphatic",1.57,0.14,0.2308,-1.2857,14,22,2,0,0,0
222.0044051,"C9H5O6N1","CHON","condensed_arom",0.56,0.67,0.8,1.1111,9,5,6,1,0,0
222.0285366,"C5H10O5N3P1","CHONP","condensed_arom",2,1,2.3333,1.8,5,10,5,3,0,1
222.0407722,"C10H9O5N1","CHON","aromatic",0.9,0.5,0.5385,0.4,10,9,5,1,0,0
222.0619595,"C7H13O7N1","CHON","aliphatic",1.86,1,-1,0.5714,7,13,7,1,0,0
222.0771553,"C11H13O4N1","CHON","unsaturated/lignin",1.18,0.36,0.375,-0.1818,11,13,4,1,0,0
222.1265078,"C9H22O3N1P1","CHONP","aliphatic",2.44,0.33,-0.6364,-1.4444,9,22,3,1,0,1
222.9883947,"C9H4O7","CHO","condensed_arom",0.44,0.78,0.8182,1.1111,9,4,7,0,0,0
222.9885075,"C9H4O7","CHO","condensed_arom",0.44,0.78,0.8182,1.1111,9,4,7,0,0,0
223.0190058,"C17H4O1","CHO","condensed_arom",0.24,0.06,0.9394,-0.1176,17,4,1,0,0,0
223.0248138,"C10H8O6","CHO","aromatic",0.8,0.6,0.5714,0.4,10,8,6,0,0,0
223.0360564,"C9H8O5N2","CHON","aromatic",0.89,0.56,0.5556,0.8889,9,8,5,2,0,0
223.0611746,"C11H12O5","CHO","unsaturated/lignin",1.09,0.45,0.4118,-0.1818,11,12,5,0,0,0
223.0642225,"C10H13O2N2P1","CHONP","unsaturated/lignin",1.3,0.2,0.3333,-0.3,10,13,2,2,0,1
223.0645312,"C8H16O5S1","CHOS","aliphatic",2,0.62,-0.5556,-0.5,8,16,5,0,1,0
223.0724297,"C10H12O4N2","CHON","unsaturated/lignin",1.2,0.4,0.3333,0.2,10,12,4,2,0,0
223.0975669,"C12H16O4","CHO","unsaturated/lignin",1.33,0.33,0.3,-0.6667,12,16,4,0,0,0
223.1088257,"C11H16O3N2","CHON","unsaturated/lignin",1.45,0.27,0.2,-0.3636,11,16,3,2,0,0
223.1121873,"C8H20O3N2S1","CHONS","aliphatic",2.5,0.38,-1.2857,-0.75,8,20,3,2,1,0
223.1186647,"C9H20O6","CHO","aliphatic",2.22,0.67,-0.5,-0.8889,9,20,6,0,0,0
223.1217215,"C8H21O3N2P1","CHONP","aliphatic",2.62,0.38,-1.2857,-1.125,8,21,3,2,0,1
223.1339591,"C13H20O3","CHO","aliphatic",1.54,0.23,0.2174,-1.0769,13,20,3,0,0,0
223.1453002,"C12H20O2N2","CHON","aliphatic",1.67,0.17,0.1111,-0.8333,12,20,2,2,0,0
224.0200299,"C9H7O6N1","CHON","aromatic",0.78,0.67,0.6,0.8889,9,7,6,1,0,0
224.056447,"C10H11O5N1","CHON","unsaturated/lignin",1.1,0.5,0.3846,0.2,10,11,5,1,0,0
224.0928247,"C11H15O4N1","CHON","unsaturated/lignin",1.36,0.36,0.25,-0.3636,11,15,4,1,0,0
225.0040462,"C9H6O7","CHO","aromatic",0.67,0.78,0.6364,0.8889,9,6,7,0,0,0
225.0070517,"C8H7O4N2P1","CHONP","condensed_arom",0.88,0.5,0.6667,0.875,8,7,4,2,0,1
225.022308,"C12H7O1N2P1","CHONP","condensed_arom",0.58,0.08,0.8824,0.0833,12,7,1,2,0,1
225.0374075,"C6H14O3N2S2","CHONS","aliphatic",2.33,0.5,-9,0.3333,6,14,3,2,2,0
225.0404632,"C10H10O6","CHO","unsaturated/lignin",1,0.6,0.4286,0.2,10,10,6,0,0,0
225.0434354,"C9H11O3N2P1","CHONP","unsaturated/lignin",1.22,0.33,0.3333,0.1111,9,11,3,2,0,1
225.0437922,"C7H14O6S1","CHOS","aliphatic",2,0.86,-1,0,7,14,6,0,1,0
225.0516821,"C9H10O5N2","CHON","unsaturated/lignin",1.11,0.56,0.3333,0.6667,9,10,5,2,0,0
225.0556759,"C14H10O3","CHO","condensed_arom",0.71,0.21,0.68,-0.2857,14,10,3,0,0,0
225.0669658,"C13H10O2N2","CHON","condensed_arom",0.77,0.15,0.7,0,13,10,2,2,0,0
225.0735852,"C7H18O2N2S2","CHONS","aliphatic",2.57,0.29,-2.5,-0.5714,7,18,2,2,2,0
225.0768444,"C11H14O5","CHO","unsaturated/lignin",1.27,0.45,0.2941,-0.3636,11,14,5,0,0,0
225.0880724,"C10H14O4N2","CHON","unsaturated/lignin",1.4,0.4,0.1667,0,10,14,4,2,0,0
225.0913548,"C7H18O4N2S1","CHONS","aliphatic",2.57,0.57,-2.5,-0.2857,7,18,4,2,1,0
225.1132028,"C12H18O4","CHO","aliphatic",1.5,0.33,0.2,-0.8333,12,18,4,0,0,0
225.1496044,"C13H22O3","CHO","aliphatic",1.69,0.23,0.1304,-1.2308,13,22,3,0,0,0
225.1608358,"C12H22O2N2","CHON","aliphatic",1.83,0.17,0,-1,12,22,2,2,0,0
225.9637457,"C8H5O3N1S2","CHONS","condensed_arom",0.62,0.38,0.7143,1,8,5,3,1,2,0
225.9993219,"C8H5O7N1","CHON","condensed_arom",0.62,0.88,0.7143,1.5,8,5,7,1,0,0
226.0356969,"C9H9O6N1","CHON","unsaturated/lignin",1,0.67,0.4,0.6667,9,9,6,1,0,0
226.0720981,"C10H13O5N1","CHON","unsaturated/lignin",1.3,0.5,0.2308,0,10,13,5,1,0,0
226.108476,"C11H17O4N1","CHON","aliphatic",1.55,0.36,0.125,-0.5455,11,17,4,1,0,0
226.1813177,"C13H25O2N1","CHON","aliphatic",1.92,0.15,0,-1.3846,13,25,2,1,0,0
227.0082351,"C5H13O2N2S2P1","CHONSP","condensed_arom",2.6,0.4,5,0.2,5,13,2,2,2,1
227.0197266,"C9H8O7","CHO","unsaturated/lignin",0.89,0.78,0.4545,0.6667,9,8,7,0,0,0
227.0325697,"C6H13O7P1","CHOP","aliphatic",2.17,1.17,-2.3333,0.1667,6,13,7,0,0,1
227.0350382,"C13H8O4","CHO","condensed_arom",0.62,0.31,0.7273,0,13,8,4,0,0,0
227.0383459,"C10H12O4S1","CHOS","unsaturated/lignin",1.2,0.4,0.2857,-0.2,10,12,4,0,1,0
227.0502053,"C17H8O1","CHO","condensed_arom",0.47,0.06,0.8182,-0.3529,17,8,1,0,0,0
227.0530353,"C6H16O3N2S2","CHONS","aliphatic",2.67,0.5,-11,0,6,16,3,2,2,0
227.0536866,"C14H12O1S1","CHOS","aromatic",0.86,0.07,0.6,-0.5714,14,12,1,0,1,0
227.0560985,"C10H12O6","CHO","unsaturated/lignin",1.2,0.6,0.2857,0,10,12,6,0,0,0
227.0673504,"C9H12O5N2","CHON","unsaturated/lignin",1.33,0.56,0.1111,0.4444,9,12,5,2,0,0
227.0713229,"C14H12O3","CHO","aromatic",0.86,0.21,0.6,-0.4286,14,12,3,0,0,0
227.092472,"C11H16O5","CHO","unsaturated/lignin",1.45,0.45,0.1765,-0.5455,11,16,5,0,0,0
227.1037215,"C10H16O4N2","CHON","aliphatic",1.6,0.4,0,-0.2,10,16,4,2,0,0
227.1288808,"C12H20O4","CHO","aliphatic",1.67,0.33,0.1,-1,12,20,4,0,0,0
227.1400923,"C11H20O3N2","CHON","aliphatic",1.82,0.27,-0.0667,-0.7273,11,20,3,2,0,0
